DATA (YYYY-MM-DD);HORA (UTC);PRECIPITA��O TOTAL, HOR�RIO (mm);PRESSAO ATMOSFERICA AO NIVEL DA ESTACAO, HORARIA (mB);PRESS�O ATMOSFERICA MAX.NA HORA ANT. (AUT) (mB);PRESS�O ATMOSFERICA MIN. NA HORA ANT. (AUT) (mB);RADIACAO GLOBAL (Kj/m�);TEMPERATURA DO AR - BULBO SECO, HORARIA (�C);TEMPERATURA DO PONTO DE ORVALHO (�C);TEMPERATURA M�XIMA NA HORA ANT. (AUT) (�C);TEMPERATURA M�NIMA NA HORA ANT. (AUT) (�C);TEMPERATURA ORVALHO MAX. NA HORA ANT. (AUT) (�C);TEMPERATURA ORVALHO MIN. NA HORA ANT. (AUT) (�C);UMIDADE REL. MAX. NA HORA ANT. (AUT) (%);UMIDADE REL. MIN. NA HORA ANT. (AUT) (%);UMIDADE RELATIVA DO AR, HORARIA (%);VENTO, DIRE��O HORARIA (gr) (� (gr));VENTO, RAJADA MAXIMA (m/s);VENTO, VELOCIDADE HORARIA (m/s);
2023/04/12;2100 UTC;1,4;1005,6;1005,6;1005,1;315,5;27,1;24,9;31,1;27,1;25,2;24,3;88;69;88;271;5,8;2,1;
2023/04/12;2200 UTC;0;1006,2;1006,2;1005,6;15,7;26,4;24,5;27,3;26,4;25,2;23,9;89;84;89;285;7,6;1,1;
2023/04/12;2300 UTC;0;1006,9;1006,9;1006,1;5,3;26,3;23,4;26,5;26,1;24,4;23,4;90;84;84;338;4,5;,3;
2023/04/13;0000 UTC;1,6;1007,6;1007,6;1006,9;,8;25,3;24,5;26,3;25,3;24,5;23,5;95;84;95;343;2,9;0;
2023/04/13;0100 UTC;,4;1008,4;1008,4;1007,6;;25,3;24,9;25,4;25,3;24,9;24,5;97;95;97;343;1,6;,1;
2023/04/13;0200 UTC;0;1008,4;1008,5;1008,4;;25,5;25;25,6;25,3;25,2;24,9;97;97;97;343;1,6;0;
2023/04/13;0300 UTC;0;1008;1008,4;1008;;25,3;24,9;25,5;25,3;25,1;24,9;98;97;98;343;0;0;
2023/04/13;0400 UTC;0;1007;1008;1007;;25,4;25;25,5;25,3;25,1;24,9;98;98;98;343;0;0;
2023/04/13;0500 UTC;0;1006,6;1007;1006,6;;25,2;24,9;25,4;25,2;25;24,9;98;98;98;343;0;0;
2023/04/13;0600 UTC;0;1006,3;1006,6;1006,3;;25,4;25;25,4;25,2;25,1;24,9;98;98;98;342;2,3;,3;
2023/04/13;0700 UTC;,2;1006,2;1006,4;1006,2;;25,4;24,9;25,5;25,3;25;24,9;98;97;97;338;2,7;,1;
2023/04/13;0800 UTC;,2;1006,1;1006,2;1006;;25,4;25;25,4;25,3;25;24,8;98;97;98;338;2,1;0;
2023/04/13;0900 UTC;0;1006,7;1006,7;1006;;25,3;24,8;25,4;25,2;25;24,8;98;97;97;338;2,3;,1;
2023/04/13;1000 UTC;0;1007,6;1007,6;1006,7;72,8;25,4;25;25,4;25,2;25;24,7;98;97;98;338;1,9;0;
2023/04/13;1100 UTC;0;1008,5;1008,5;1007,6;413,5;27,1;25,4;27,2;25,4;26;25,1;98;90;90;338;2,2;,6;
2023/04/13;1200 UTC;0;1009,1;1009,2;1008,5;1248,3;28,9;25,8;28,9;27;26;25,1;91;81;83;339;3,7;1;
2023/04/13;1300 UTC;0;1009;1009,2;1009;1739,2;29,3;25,3;30,2;28,9;26,1;24,7;83;73;79;332;4,9;1,9;
2023/04/13;1400 UTC;,2;1008,4;1009;1008,4;2434;31,6;25,1;32;28,7;26,3;24,7;83;67;69;298;5,1;1,6;
2023/04/13;1500 UTC;0;1007,6;1008,4;1007,6;2287,3;31,4;25,7;32,4;30,6;26,5;24,4;73;65;72;312;4,8;1,8;
2023/04/13;1600 UTC;0;1006,4;1007,6;1006,3;2190,2;31,1;24,8;33;30,7;26,3;23,2;73;58;69;340;4,9;2,2;
2023/04/13;1700 UTC;0;1005,2;1006,4;1005,2;1022,3;29;24,9;31,7;29;26,1;24;79;67;79;149;6,1;1,6;
2023/04/13;1800 UTC;19,4;1004,9;1005,7;1004,9;456,3;27,1;26,1;29;24,3;26,1;23,3;96;79;94;152;7,4;,2;
2023/04/13;1900 UTC;5,4;1005,2;1005,4;1004,9;381,8;25,8;24,7;27,5;25,8;26,3;24,4;95;85;94;299;6;,6;
2023/04/13;2000 UTC;1,8;1005;1005,2;1004,9;284,4;26,2;25;26,3;25,2;25,3;24,2;96;93;93;264;3,4;,1;
2023/04/13;2100 UTC;0;1005,5;1005,5;1005;184,3;26,5;24,7;26,6;26,1;25,4;24,5;95;89;90;227;3,1;,7;
2023/04/13;2200 UTC;0;1006,2;1006,3;1005,5;14,4;26,3;24,8;26,5;26,3;24,9;24,6;92;90;91;242;4,1;,1;
2023/04/13;2300 UTC;0;1006,9;1006,9;1006,2;1,5;25,9;24,8;26,4;25,8;24,8;24,5;94;91;93;309;3,4;0;
2023/04/14;0000 UTC;0;1007,8;1007,8;1006,9;;25,8;24,8;26;25,7;25;24,8;95;93;94;304;2,1;,1;
2023/04/14;0100 UTC;0;1008,3;1008,3;1007,8;;25,9;24,5;25,9;25,5;24,8;24,5;96;92;92;300;2,1;,1;
2023/04/14;0200 UTC;,2;1008,3;1008,6;1008,3;;25,5;24,6;25,9;25,5;24,7;24,5;95;92;95;304;2,8;0;
2023/04/14;0300 UTC;0;1007,6;1008,3;1007,6;;25,2;24,4;25,5;25,2;24,6;24,4;96;94;95;267;3,5;1,1;
2023/04/14;0400 UTC;0;1006,8;1007,7;1006,8;;25;23,9;25,3;25;24,4;23,9;95;94;94;257;3,6;,7;
2023/04/14;0500 UTC;0;1006,7;1006,8;1006,6;;24,7;23,9;25;24,7;24;23,8;95;93;95;250;3,3;0;
2023/04/14;0600 UTC;0;1006,2;1006,7;1006,2;;24,5;24;24,7;24,5;24;23,9;97;95;97;315;1,6;0;
2023/04/14;0700 UTC;0;1006,1;1006,2;1006,1;;24,2;23,8;24,5;24,2;24;23,7;98;97;97;315;0;0;
2023/04/14;0800 UTC;0;1006,1;1006,2;1006,1;;24,1;23,7;24,4;24,1;24;23,7;98;97;98;315;0;0;
2023/04/14;0900 UTC;0;1006,5;1006,5;1006;;23,8;23,5;24,1;23,8;23,8;23,5;98;98;98;315;0;0;
2023/04/14;1000 UTC;0;1007,3;1007,3;1006,5;53,1;24,5;24,2;24,5;23,8;24,2;23,5;98;98;98;315;1,4;,1;
2023/04/14;1100 UTC;0;1008;1008;1007,3;364,1;27,5;24,8;27,6;24,4;25,5;24,2;98;85;85;295;2,6;,5;
2023/04/14;1200 UTC;0;1008,7;1008,7;1008;1513;29,1;24,2;29,4;27,2;25,4;24,2;87;74;75;237;4,7;,8;
2023/04/14;1300 UTC;0;1009;1009,1;1008,7;2176,1;30,6;24;31,4;28,7;25,5;24;77;66;68;292;5,4;2;
2023/04/14;1400 UTC;,2;1008,7;1009;1008,6;2035,1;32,2;25,8;32,2;30;25,8;23,8;74;66;69;295;5,3;,9;
2023/04/14;1500 UTC;0;1007,8;1008,7;1007,8;2792,6;32,3;24,9;32,7;30,5;25,9;23,6;71;61;65;292;6,4;1;
2023/04/14;1600 UTC;0;1006,6;1007,8;1006,6;2004,1;33,5;25,8;33,5;31,1;25,8;23,5;68;60;64;264;4,2;,1;
2023/04/14;1700 UTC;0;1005,4;1006,6;1005,4;1060,2;30,9;24,8;33,5;30,7;25,8;24;72;63;70;108;4,5;1,3;
2023/04/14;1800 UTC;16,6;1005;1005,6;1004,9;272,2;27;26,5;30,8;26,2;26,5;24,7;98;70;97;106;7,5;,3;
2023/04/14;1900 UTC;0;1004,4;1005,1;1004,2;889,8;28,8;26,7;28,9;26,8;27,1;26,1;97;87;88;195;4,8;1,7;
2023/04/14;2000 UTC;,2;1005,4;1005,7;1004,4;545,7;27,1;25,9;29,5;27,1;26,6;25,7;93;82;93;342;5,8;1,6;
2023/04/14;2100 UTC;2,2;1006,7;1006,7;1005,4;14,2;25,3;24,7;27,1;25,2;25,9;24,5;97;93;96;314;6,5;,9;
2023/04/14;2200 UTC;1,4;1006,1;1006,8;1006;1,2;24,9;24,4;25,3;24,7;24,6;24,1;97;96;97;315;3,5;0;
2023/04/14;2300 UTC;0;1007,3;1007,3;1006,1;;25,2;24,8;25,2;24,8;24,8;24,4;98;97;98;315;1,7;,2;
2023/04/15;0000 UTC;1,4;1008,1;1008,1;1007,3;,7;25,4;25;25,5;25,1;25,1;24,7;98;98;98;315;2,3;0;
2023/04/15;0100 UTC;2,6;1008,3;1008,4;1008,1;;25,2;24,7;25,5;25,1;25,1;24,6;98;97;97;242;5;,1;
2023/04/15;0200 UTC;,4;1008;1008,5;1008;;25,2;24,7;25,3;25,1;24,8;24,6;97;97;97;264;2,3;0;
2023/04/15;0300 UTC;0;1007,8;1008,2;1007,8;;24,8;24,5;25,2;24,7;24,7;24,4;98;97;98;264;1,3;0;
2023/04/15;0400 UTC;0;1007,5;1007,8;1007,5;,3;24,6;24,2;24,8;24,6;24,4;24,2;98;98;98;264;1,5;,1;
2023/04/15;0500 UTC;0;1006,8;1007,5;1006,8;,6;24,7;24,4;24,8;24,6;24,5;24,2;98;98;98;270;1,7;0;
2023/04/15;0600 UTC;0;1006,4;1006,8;1006,4;;24,9;24,6;25;24,7;24,6;24,4;98;98;98;270;1,3;,1;
2023/04/15;0700 UTC;0;1006,4;1006,4;1006,3;;24,7;24,4;24,9;24,7;24,6;24,4;98;98;98;270;1,3;0;
2023/04/15;0800 UTC;0;1007;1007;1006,4;;24,6;24,3;24,7;24,6;24,4;24,3;98;98;98;270;,9;0;
2023/04/15;0900 UTC;0;1007,4;1007,4;1007;;24,4;24,1;24,6;24,4;24,3;24,1;98;98;98;270;1,7;0;
2023/04/15;1000 UTC;0;1008,2;1008,2;1007,4;67,1;25;24,7;25;24,4;24,7;24,1;98;98;98;270;1,6;,2;
2023/04/15;1100 UTC;0;1009,4;1009,4;1008,2;405,3;27,3;25,7;27,3;25;25,7;24,7;98;90;91;270;2,3;,5;
2023/04/15;1200 UTC;0;1010,3;1010,3;1009,4;1417,3;29;25,3;29,6;27,3;25,9;25;91;79;81;283;4,8;1,8;
2023/04/15;1300 UTC;0;1010,4;1010,5;1010,3;2184,9;31,2;25,8;31,2;29;26,4;24,9;83;73;73;303;5;1,8;
2023/04/15;1400 UTC;0;1010;1010,4;1010;2358,5;31,6;25,2;32,9;30,1;26,5;24,8;77;66;69;297;5,3;1,6;
2023/04/15;1500 UTC;0;1008,7;1010;1008,7;2942,2;32,5;25,9;32,5;30,6;26,7;24,5;74;67;68;308;5,3;1,6;
2023/04/15;1600 UTC;0;1007;1008,7;1007;2325,4;32,9;24,8;33,4;30,9;26,8;24,5;73;63;63;296;4,1;,9;
2023/04/15;1700 UTC;0;1005,9;1007;1005,9;3229,3;33,7;24,8;34,1;32,2;26,7;24;71;58;60;283;4,9;2,2;
2023/04/15;1800 UTC;0;1005,6;1005,9;1005,4;2030,9;29,8;24,9;33,7;29,8;26;23,8;75;59;75;196;8,2;2;
2023/04/15;1900 UTC;0;1005,5;1005,7;1004,8;766,7;28;23,9;29,7;28;25,8;23,9;83;75;79;190;8,7;,6;
2023/04/15;2000 UTC;0;1006,5;1006,5;1005,5;220,7;26,8;24,2;28;26,8;24,3;23,3;86;78;86;261;8,2;1,6;
2023/04/15;2100 UTC;1,4;1007,6;1007,6;1006,5;39,9;25,4;24,8;26,8;25,2;24,8;24,1;97;86;97;309;6,2;,3;
2023/04/15;2200 UTC;1,6;1008,3;1008,3;1007,6;1;25;24,4;25,4;24,9;24,8;24,4;97;96;97;309;2,4;,8;
2023/04/15;2300 UTC;15;1008,8;1008,9;1008,3;1;25;24,6;25,1;24,8;24,7;24,3;98;97;98;246;4;,9;
2023/04/16;0000 UTC;,4;1009,7;1009,8;1008,8;;25,3;24,7;25,3;25;24,9;24,6;98;96;97;231;3,3;,4;
2023/04/16;0100 UTC;,4;1010,4;1010,4;1009,7;;25,4;25;25,4;25,2;25;24,6;97;97;97;225;2,4;0;
2023/04/16;0200 UTC;0;1010;1010,4;1010;;25,1;24,7;25,4;25,1;25;24,6;97;97;97;225;1;0;
2023/04/16;0300 UTC;0;1009,6;1010,1;1009,6;;25;24,7;25,2;25;24,9;24,6;98;97;98;225;,7;0;
2023/04/16;0400 UTC;0;1008,9;1009,6;1008,9;;24,9;24,6;25,1;24,8;24,7;24,5;98;98;98;225;1;0;
2023/04/16;0500 UTC;0;1007,8;1008,9;1007,8;;24,8;24,4;24,9;24,6;24,5;24,3;98;98;98;225;1;0;
2023/04/16;0600 UTC;0;1007,4;1007,8;1007,2;;24,7;24,3;24,8;24,6;24,4;24,3;98;98;98;225;0;0;
2023/04/16;0700 UTC;0;1007,4;1007,4;1007,3;;24,6;24,3;24,7;24,6;24,4;24,3;98;98;98;225;,9;0;
2023/04/16;0800 UTC;0;1007,5;1007,5;1007,4;;24,6;24,3;24,7;24,6;24,4;24,3;98;98;98;225;0;0;
2023/04/16;0900 UTC;0;1007,9;1007,9;1007,5;;24,5;24,3;24,7;24,5;24,4;24,3;98;98;98;225;1,7;0;
2023/04/16;1000 UTC;0;1008,8;1008,8;1007,9;56,5;24,8;24,4;24,8;24,5;24,4;24,2;98;98;98;270;2,1;,2;
2023/04/16;1100 UTC;0;1009,6;1009,6;1008,8;369,7;25,5;25,1;25,6;24,8;25,2;24,4;98;97;97;312;2,9;,6;
2023/04/16;1200 UTC;0;1010,6;1010,6;1009,6;782,7;26,6;24,8;26,7;25,5;25,5;24,6;97;90;90;306;3,5;1,1;
2023/04/16;1300 UTC;0;1010,9;1010,9;1010,6;1532,5;28,8;24,8;28,9;26,6;25,6;24,6;90;79;79;321;4,3;1,5;
2023/04/16;1400 UTC;0;1010,1;1010,9;1010,1;2237,3;29,4;24,7;30;27,9;26,2;24,7;86;76;76;304;5,2;1,9;
2023/04/16;1500 UTC;0;1009,1;1010,1;1009,1;3061,7;30,9;25,1;31,3;29,3;26,2;24,6;80;70;71;286;6,1;2,4;
2023/04/16;1600 UTC;0;1007,5;1009,1;1007,5;3423,2;31,6;24,7;32,2;30,5;26;24,1;73;66;67;285;5,9;1,6;
2023/04/16;1700 UTC;0;1005,9;1007,5;1005,9;3184,8;32,5;24,9;32,5;31,2;25,6;23,7;71;62;64;280;4,7;1;
2023/04/16;1800 UTC;0;1004,7;1005,9;1004,7;2504,2;32,7;24,8;33,1;31,2;26,3;23,9;69;61;63;266;4,1;1,3;
2023/04/16;1900 UTC;0;1004,1;1004,7;1004;1936,2;32;24,9;33,6;31,7;25,6;23,3;67;57;66;268;3,2;,5;
2023/04/16;2000 UTC;0;1004,2;1004,4;1004,1;1092,3;31,1;25,2;33,5;31,1;26;24,5;72;62;71;192;3,8;,8;
2023/04/16;2100 UTC;0;1005;1005;1003,9;231;29,8;25,2;31,1;29,8;25,9;24,8;77;70;76;144;3,7;,7;
2023/04/16;2200 UTC;0;1006,1;1006,2;1004,9;8,3;26,9;24,4;29,8;26,9;25,2;23,4;87;76;86;230;5,9;,7;
2023/04/16;2300 UTC;,2;1006,7;1006,7;1005,8;;25,2;24;26,9;25,1;24,3;23,7;93;84;93;291;5,4;1,1;
2023/04/17;0000 UTC;1;1007,4;1007,4;1006,5;,1;25;24,5;25,3;24,9;24,5;24;97;93;97;287;2,5;,1;
2023/04/17;0100 UTC;1,6;1008,5;1008,5;1007,4;,1;25,1;24,7;25,1;24,9;24,7;24,5;97;97;97;289;2,6;,7;
2023/04/17;0200 UTC;,4;1008,4;1008,7;1008,4;;24,8;24,4;25,1;24,7;24,6;24,4;98;97;98;284;2,6;,2;
2023/04/17;0300 UTC;,4;1007,6;1008,4;1007,6;;24,7;24,4;24,8;24,7;24,4;24,3;98;98;98;287;2;0;
2023/04/17;0400 UTC;0;1006,6;1007,6;1006,6;;24,5;24,1;24,7;24,5;24,4;24,1;98;98;98;281;2,4;0;
2023/04/17;0500 UTC;0;1006,4;1006,6;1006,4;;24,6;24,2;24,7;24,5;24,4;24,1;98;98;98;281;1,8;,1;
2023/04/17;0600 UTC;0;1005,9;1006,5;1005,9;;24,5;24,2;24,6;24,4;24,2;24,1;98;98;98;281;1,4;0;
2023/04/17;0700 UTC;0;1005,8;1006;1005,8;;24,5;24,1;24,5;24,4;24,2;24,1;98;98;98;281;1,2;0;
2023/04/17;0800 UTC;0;1005,7;1005,8;1005,5;;24,3;24;24,5;24,3;24,2;23,9;98;98;98;281;0;0;
2023/04/17;0900 UTC;0;1006,1;1006,1;1005,7;;24,2;23,9;24,3;24,2;24;23,9;98;98;98;281;0;0;
2023/04/17;1000 UTC;0;1006,7;1006,7;1006,1;69,1;24,8;24,5;24,8;24,2;24,5;23,9;98;98;98;281;0;0;
2023/04/17;1100 UTC;0;1006,9;1006,9;1006,6;534,7;26,7;24,9;26,8;24,7;25,3;24,4;98;90;90;281;1,3;0;
2023/04/17;1200 UTC;0;1007,2;1007,3;1006,9;1126,1;28,8;25,3;28,9;26,7;26;24,9;92;81;82;279;3,4;1,4;
2023/04/17;1300 UTC;0;1007,5;1007,5;1007,2;1321,7;30,5;25,8;30,5;28,5;26,6;24,9;84;76;76;269;3,7;1,4;
2023/04/17;1400 UTC;0;1007,3;1007,6;1007,3;2540,5;32;25,2;32,2;29,8;26,4;24,5;78;67;67;283;4,2;,7;
2023/04/17;1500 UTC;0;1006,2;1007,3;1006,2;2612,7;30,9;23,6;32,5;30,2;25,9;23,6;75;62;65;301;3,8;,9;
2023/04/17;1600 UTC;0;1004,9;1006,2;1004,9;1561,4;30,9;24,7;33;30,7;26,5;23,5;73;64;70;96;3,9;,8;
2023/04/17;1700 UTC;0;1004,2;1004,9;1004,2;1498,7;31,6;24,6;31,8;30,3;25,6;24,3;74;66;67;97;3,2;1,2;
2023/04/17;1800 UTC;0;1004;1004,2;1003,3;1023,2;28,5;24,6;32,4;28,5;25,9;24,6;79;64;79;193;5,7;1,5;
2023/04/17;1900 UTC;0;1003,4;1004;1003,4;239,9;27,1;23,7;28,4;26,1;24,6;23,3;88;80;82;203;7,7;,1;
2023/04/17;2000 UTC;0;1003,1;1003,5;1003,1;283,5;27,1;24,5;27,4;26,9;24,7;23,8;86;81;86;217;3,9;1,1;
2023/04/17;2100 UTC;0;1004,4;1004,4;1003;117,8;27;24,6;27,1;27;25;24,5;89;86;86;228;5,2;,9;
2023/04/17;2200 UTC;0;1004,7;1004,7;1004,4;1,9;26,5;24,9;27;26,5;25;24,6;91;86;91;287;3,5;,1;
2023/04/17;2300 UTC;0;1005,3;1005,4;1004,7;;26,4;24,3;26,5;26,3;25;24,1;91;88;88;225;3,6;,2;
2023/04/18;0000 UTC;0;1006,3;1006,3;1005,3;;26,2;24,2;26,5;26,2;24,3;24;89;87;89;293;3,7;,2;
2023/04/18;0100 UTC;0;1007;1007;1006,3;;26,1;24,4;26,2;26;24,4;24,1;90;89;90;270;2,9;,2;
2023/04/18;0200 UTC;0;1007,2;1007,4;1007;;26,2;24,8;26,2;26,1;24,8;24,4;92;90;92;270;2,6;,1;
2023/04/18;0300 UTC;,4;1006,6;1007,3;1006,6;;25,6;25;26,2;25,6;25;24,8;97;92;97;270;2,5;,2;
2023/04/18;0400 UTC;0;1006,1;1006,6;1006,1;;25,6;25;25,7;25,5;25,1;25;97;96;97;298;2,5;,2;
2023/04/18;0500 UTC;0;1005,7;1006,1;1005,5;;25,2;24,8;25,6;25,2;25;24,8;97;97;97;298;2,3;,1;
2023/04/18;0600 UTC;0;1005,6;1005,7;1005,5;;25,2;24,8;25,3;25,2;24,8;24,7;97;97;97;298;1,5;,1;
2023/04/18;0700 UTC;0;1005,5;1005,6;1005,4;;25,3;24,9;25,3;25,1;24,9;24,7;98;97;98;298;2,5;1;
2023/04/18;0800 UTC;0;1005,3;1005,6;1005,2;;25,2;24,8;25,3;25,1;24,9;24,8;98;98;98;304;3,2;0;
2023/04/18;0900 UTC;0;1005,9;1005,9;1005,3;;25,2;24,8;25,2;25,1;24,8;24,7;98;98;98;304;,9;0;
2023/04/18;1000 UTC;0;1006,7;1006,7;1005,8;76,2;25,5;25,1;25,6;25,1;25,2;24,7;98;98;98;304;,9;0;
2023/04/18;1100 UTC;0;1008,1;1008,1;1006,7;283,3;26,4;25,1;26,4;25,5;25,4;25;98;93;93;293;1,8;,2;
2023/04/18;1200 UTC;0;1008,5;1008,5;1008,1;758,8;28,1;25,2;28,1;26,4;25,8;25;93;84;84;225;3,3;,3;
2023/04/18;1300 UTC;0;1009;1009;1008,5;1262,5;28,1;24,2;29,4;27,9;25,5;24,2;85;78;80;196;4,2;1;
2023/04/18;1400 UTC;,8;1008,6;1009,1;1008,6;1181,7;27,7;25,2;28,1;26,8;26,5;24,2;93;80;86;230;5,5;,9;
2023/04/18;1500 UTC;0;1007,9;1008,6;1007,9;1932,7;29,2;24,8;29,9;27,7;26,5;24,7;88;76;77;125;4,2;1,1;
2023/04/18;1600 UTC;,2;1006,5;1007,9;1006,5;1756,2;30,4;25;30,5;29;26;24,3;79;72;73;157;4,1;,8;
2023/04/18;1700 UTC;0;1004,7;1006,5;1004,7;2495,4;30,1;25,1;31,4;30;26;24,4;76;69;75;174;6,4;2,3;
2023/04/18;1800 UTC;32,8;1004,9;1005,2;1004,6;157,5;25,2;24,8;30,1;25;25,7;24,6;97;75;97;231;5,9;,2;
2023/04/18;1900 UTC;3,2;1004,5;1004,9;1004,2;204,3;25,9;25,1;25,9;25,2;25,2;24,7;98;95;95;254;2,8;,4;
2023/04/18;2000 UTC;0;1004,7;1004,9;1004,5;377,3;26,2;25,1;26,2;25,8;25,3;24,7;95;92;94;242;5,3;,1;
2023/04/18;2100 UTC;0;1005,3;1005,3;1004,6;137,8;26,1;24,7;26,3;26,1;25,2;24,7;94;92;92;255;4,7;,7;
2023/04/18;2200 UTC;0;1006,4;1006,4;1005,3;5,5;25,9;24,8;26,1;25,9;24,8;24,6;94;92;93;259;2,7;,3;
2023/04/18;2300 UTC;0;1007,8;1007,8;1006,4;;25,8;24,9;26;25,8;25;24,8;95;93;95;259;2,7;0;
2023/04/19;0000 UTC;0;1009;1009;1007,8;,5;25,8;25;25,8;25,6;25,1;24,9;96;95;95;259;1,2;0;
2023/04/19;0100 UTC;0;1009,8;1009,8;1009;;25,7;25,2;25,9;25,7;25,2;25;97;95;97;259;1,4;0;
2023/04/19;0200 UTC;0;1010;1010;1009,8;;25,7;24,6;25,8;25,6;25,2;24,6;97;94;94;258;2,8;,3;
2023/04/19;0300 UTC;0;1009,6;1010;1009,6;;25,3;23,9;25,7;25,3;24,6;23,9;94;92;92;259;2,8;,1;
2023/04/19;0400 UTC;0;1008,6;1009,6;1008,6;;25,2;24;25,4;25,2;24;23,9;93;92;93;259;1,7;0;
2023/04/19;0500 UTC;0;1007,7;1008,6;1007,7;;25,1;24,3;25,2;25;24,3;23,9;96;93;96;259;,9;0;
2023/04/19;0600 UTC;0;1007,5;1007,7;1007,5;;24,9;24,2;25,1;24,9;24,3;24,2;96;96;96;259;0;0;
2023/04/19;0700 UTC;0;1007,9;1007,9;1007,5;;24,8;24,3;24,9;24,7;24,3;24,2;97;96;97;259;1,1;0;
2023/04/19;0800 UTC;0;1008,1;1008,1;1007,9;;24,7;24,4;24,8;24,7;24,4;24,2;98;97;98;259;0;0;
2023/04/19;0900 UTC;0;1008,9;1008,9;1008,1;;24,9;24,5;24,9;24,6;24,5;24,3;98;98;98;268;2,1;,5;
2023/04/19;1000 UTC;0;1009,5;1009,5;1008,9;111,8;25,1;24,7;25,2;24,8;24,8;24,5;98;97;97;343;2,3;,5;
2023/04/19;1100 UTC;0;1010,3;1010,3;1009,5;461,6;26,5;24,8;26,6;25,1;25,2;24,4;97;90;90;343;2,3;,1;
2023/04/19;1200 UTC;0;1011,1;1011,1;1010,3;666,8;27,3;25;27,3;26,4;25,3;24,5;91;86;87;332;2,1;,5;
2023/04/19;1300 UTC;0;1011,1;1011,2;1011;1348,6;28,5;24,4;29;27,3;25,1;24,4;87;77;79;225;3;,6;
2023/04/19;1400 UTC;0;1011;1011,1;1011;1873,4;30,5;24,8;30,5;28,2;25,6;24;82;70;71;225;3,1;,1;
2023/04/19;1500 UTC;,2;1010,3;1011;1010,3;2944,5;32;25,9;32;29,8;26,2;23,5;74;63;70;299;3,9;,9;
2023/04/19;1600 UTC;0;1009,5;1010,3;1009,5;1302,1;30,7;24,2;32,3;29,9;26,2;23,9;75;66;68;225;5,1;,4;
2023/04/19;1700 UTC;0;1008,3;1009,5;1008,3;1419,9;30,6;24,8;31,9;30,3;25,8;24;73;64;71;214;3,9;,9;
2023/04/19;1800 UTC;0;1007,2;1008,3;1007,2;1106;32,4;24,8;32,6;30,2;26;24,3;73;65;65;189;3,6;1,2;
2023/04/19;1900 UTC;0;1006,5;1007,2;1006,5;2370,1;32,6;24,9;33,1;31,9;25,5;24,3;68;62;64;224;5,7;1,4;
2023/04/19;2000 UTC;0;1007;1007;1006,2;1541,6;31,8;24,7;33,1;30,9;25,7;24,2;71;61;66;293;7,2;1,7;
2023/04/19;2100 UTC;,8;1007,4;1007,5;1007;464,9;26,6;25;31,7;26,5;25,8;23,9;91;66;91;256;8,9;,6;
2023/04/19;2200 UTC;0;1008,6;1008,6;1007,4;11;26,4;24,8;26,6;26,3;24,9;24,6;92;90;91;263;5,3;,7;
2023/04/19;2300 UTC;1;1009,3;1009,3;1008,6;;26;25;26,4;26;25,1;24,7;94;91;94;317;3,1;,3;
2023/04/20;0000 UTC;,6;1010,1;1010,1;1009,3;;25,8;25,1;26;25,8;25,1;24,9;96;94;96;286;2,4;,2;
2023/04/20;0100 UTC;,2;1010,9;1010,9;1010,1;;25,2;24,7;25,8;25,2;25,1;24,7;97;96;97;293;1,9;,4;
2023/04/20;0200 UTC;0;1011;1011;1010,9;;25,1;24,7;25,3;25,1;24,8;24,7;98;97;98;287;1,9;0;
2023/04/20;0300 UTC;0;1010,2;1011;1010,2;;25,4;24,9;25,4;25,1;25;24,7;98;97;97;248;2;,1;
2023/04/20;0400 UTC;,2;1009,6;1010,2;1009,6;;25,3;24,8;25,5;25,3;25;24,8;97;97;97;264;2,7;0;
2023/04/20;0500 UTC;0;1009,1;1009,6;1009,1;;25,1;24,7;25,3;25,1;24,9;24,7;98;97;98;264;,9;0;
2023/04/20;0600 UTC;0;1008,7;1009,1;1008,7;;24,8;24,5;25,1;24,8;24,8;24,5;98;98;98;264;,9;0;
2023/04/20;0700 UTC;0;1008,8;1008,8;1008,6;;24,7;24,4;24,8;24,7;24,5;24,4;98;98;98;264;0;0;
2023/04/20;0800 UTC;0;1009,1;1009,1;1008,8;;24,6;24,4;24,7;24,5;24,4;24,3;99;98;99;264;0;0;
2023/04/20;0900 UTC;0;1009,1;1009,1;1009;;24,6;24,4;24,7;24,5;24,4;24,3;99;99;99;264;0;0;
2023/04/20;1000 UTC;0;1010;1010;1009,1;67,9;25,3;25,1;25,3;24,6;25,1;24,4;99;99;99;264;0;0;
2023/04/20;1100 UTC;0;1010,9;1010,9;1010;523,3;26,6;25,6;26,7;25,2;26,1;25;99;94;94;287;1,9;,4;
2023/04/20;1200 UTC;0;1011,6;1011,6;1010,9;1484,2;29,1;25,2;29,4;26,6;26,3;24,6;94;77;79;261;2,7;,3;
2023/04/20;1300 UTC;0;1011,9;1011,9;1011,6;1346,6;29,7;25,3;30,6;28,9;26,1;24,4;80;73;77;328;3,4;1,3;
2023/04/20;1400 UTC;0;1011,5;1012;1011,5;1562;30,5;25,6;31,4;29,6;25,7;23,7;79;67;75;325;3,8;1,3;
2023/04/20;1500 UTC;0;1010,6;1011,5;1010,6;2112,8;31,2;24,9;32,2;30,5;25,7;24;75;66;69;197;3,4;1,1;
