DATA (YYYY-MM-DD);HORA (UTC);PRECIPITA��O TOTAL, HOR�RIO (mm);PRESSAO ATMOSFERICA AO NIVEL DA ESTACAO, HORARIA (mB);PRESS�O ATMOSFERICA MAX.NA HORA ANT. (AUT) (mB);PRESS�O ATMOSFERICA MIN. NA HORA ANT. (AUT) (mB);RADIACAO GLOBAL (Kj/m�);TEMPERATURA DO AR - BULBO SECO, HORARIA (�C);TEMPERATURA DO PONTO DE ORVALHO (�C);TEMPERATURA M�XIMA NA HORA ANT. (AUT) (�C);TEMPERATURA M�NIMA NA HORA ANT. (AUT) (�C);TEMPERATURA ORVALHO MAX. NA HORA ANT. (AUT) (�C);TEMPERATURA ORVALHO MIN. NA HORA ANT. (AUT) (�C);UMIDADE REL. MAX. NA HORA ANT. (AUT) (%);UMIDADE REL. MIN. NA HORA ANT. (AUT) (%);UMIDADE RELATIVA DO AR, HORARIA (%);VENTO, DIRE��O HORARIA (gr) (� (gr));VENTO, RAJADA MAXIMA (m/s);VENTO, VELOCIDADE HORARIA (m/s);
2023/07/07;0100 UTC;0;1011,1;1011,1;1010,6;;27,4;23,8;28,3;27,4;23,9;23,7;81;77;81;214;5,3;,8;
2023/07/07;0200 UTC;0;1011,3;1011,4;1011,1;;26,3;24,1;27,4;26,3;24,1;23,6;87;81;87;214;3,1;1;
2023/07/07;0300 UTC;0;1011,4;1011,5;1011,3;;25,8;23,9;26,3;25,7;24,1;23,8;89;87;89;214;2,8;,1;
2023/07/07;0400 UTC;0;1010,6;1011,4;1010,6;;25,4;24;25,8;25,4;24,1;23,8;92;89;92;214;2,5;,1;
2023/07/07;0500 UTC;0;1010,2;1010,6;1010,2;;25,1;24;25,4;25;24,1;23,9;94;92;94;214;2,2;0;
2023/07/07;0600 UTC;0;1009,6;1010,2;1009,6;;24,8;23,9;25,2;24,8;24,1;23,9;95;93;95;214;2,1;,1;
2023/07/07;0700 UTC;0;1009,4;1009,6;1009,4;;25;24;25;24,7;24;23,9;95;94;94;214;2,2;,5;
2023/07/07;0800 UTC;0;1009,5;1009,5;1009,3;;25,3;24;25,3;25;24,1;24;94;93;93;253;3,5;1,1;
2023/07/07;0900 UTC;0;1010;1010;1009,5;;25,6;24,1;25,7;25,3;24,2;24;93;91;91;251;4,3;1,4;
2023/07/07;1000 UTC;0;1010,2;1010,2;1010;90;26,2;24,3;26,2;25,6;24,4;24,1;92;89;89;256;4,3;1,1;
2023/07/07;1100 UTC;0;1010,8;1010,8;1010,2;425,2;26,8;24,2;26,9;26,2;24,6;24,1;90;85;86;269;5,9;2;
2023/07/07;1200 UTC;0;1011,3;1011,3;1010,8;1064;27,9;24,2;28,4;26,8;24,7;24;86;78;80;284;7,1;2,7;
2023/07/07;1300 UTC;0;1011,5;1011,6;1011,3;1349,8;29,5;24,2;29,8;27,9;24,9;24,1;81;73;73;279;7,6;2,6;
2023/07/07;1400 UTC;0;1011,1;1011,6;1011,1;2108,2;29,8;23,7;31;29;25,2;23,7;77;67;70;279;7,8;3,3;
2023/07/07;1500 UTC;0;1010,5;1011,2;1010,5;2437,4;30,5;24,6;31,5;28,6;25,6;23,6;81;67;71;285;7,8;3,5;
2023/07/07;1600 UTC;0;1009,6;1010,5;1009,6;3152,3;31,4;24,9;32,2;30,4;25,5;23,4;72;62;68;287;8,3;3,1;
2023/07/07;1700 UTC;0;1008,7;1009,6;1008,6;2942,1;31,9;25,1;33,1;30,5;25,7;23,7;74;61;67;281;7,1;2,1;
2023/07/07;1800 UTC;1;1007,9;1008,7;1007,9;1828,5;29,9;26,3;32,6;27,2;26,6;23,1;91;63;81;259;12,4;,9;
2023/07/07;1900 UTC;0;1007,7;1008;1007,4;829,2;28,1;22,5;30,5;28,1;26,8;22,3;81;68;72;282;8,3;3,6;
2023/07/07;2000 UTC;0;1007,9;1008,3;1007,7;350;28;22,9;29;27,7;24,2;22,3;79;68;74;265;8,3;1,2;
2023/07/07;2100 UTC;0;1008,1;1008,2;1007,8;190,3;27,2;23,1;28;27,2;23,5;22,6;80;73;78;270;4,2;,8;
2023/07/07;2200 UTC;0;1009,2;1009,2;1008,1;11,2;26,6;23,4;27,2;26,6;23,5;23,1;83;78;83;276;3,4;,2;
2023/07/07;2300 UTC;0;1010,1;1010,1;1009,2;;25,7;24;26,6;25,7;24,1;23,4;90;83;90;280;4,1;1,9;
2023/07/08;0000 UTC;0;1010,6;1010,6;1010,1;;25,4;23,3;26;25,1;24,1;22,8;90;83;88;276;6,3;0;
2023/07/08;0100 UTC;0;1010,8;1010,9;1010,5;;25,1;23,1;25,4;25,1;23,3;22,8;89;86;88;276;1,6;0;
2023/07/08;0200 UTC;0;1011;1011,2;1010,8;;24,8;23,1;25,3;24,8;23,4;22,9;90;87;90;276;2,2;0;
2023/07/08;0300 UTC;0;1010,7;1011;1010,7;;24,5;23,4;25;24,5;23,6;23;94;90;94;276;1,3;0;
2023/07/08;0400 UTC;0;1010,1;1010,7;1010,1;;24,2;23,4;24,5;24,2;23,6;23,4;95;94;95;276;0;0;
2023/07/08;0500 UTC;0;1009,5;1010,1;1009,4;;24,2;23,2;24,3;24;23,5;23,1;96;94;94;273;2,2;,2;
2023/07/08;0600 UTC;0;1008,8;1009,5;1008,8;;24,2;23,2;24,3;24,1;23,2;23;94;93;94;270;3;,2;
2023/07/08;0700 UTC;0;1008,5;1008,8;1008,5;;24,2;23,1;24,4;24,1;23,3;23,1;94;93;94;264;3;,4;
2023/07/08;0800 UTC;0;1008,7;1008,7;1008,5;;23,8;23,1;24,2;23,8;23,2;23,1;96;94;96;264;2,1;0;
2023/07/08;0900 UTC;0;1009,3;1009,3;1008,7;;23,6;23,1;23,8;23,6;23,1;23;97;96;97;264;1;0;
2023/07/08;1000 UTC;0;1009,9;1009,9;1009,3;43,6;24,1;23,5;24,1;23,6;23,5;23,1;97;97;97;264;,8;0;
2023/07/08;1100 UTC;0;1010,5;1010,5;1009,9;394,9;26,2;24,5;26,2;24,1;24,5;23,6;97;90;90;272;3,4;1,3;
2023/07/08;1200 UTC;0;1010,8;1010,9;1010,5;1385,7;28,5;23,8;28,5;26,2;24,6;23,6;90;75;76;244;5;1,6;
2023/07/08;1300 UTC;0;1011;1011,1;1010,8;2144;29,9;23,7;30,2;28,4;24,6;23,1;77;67;70;270;5,6;2,4;
2023/07/08;1400 UTC;0;1010,7;1011;1010,7;2712,8;30,7;23,1;32,3;29,9;24,3;22,8;70;60;64;274;7,8;2;
2023/07/08;1500 UTC;0;1010,2;1010,7;1010,2;3021,4;31,9;24;32,4;30,7;24,5;22,5;67;59;63;277;6;2,8;
2023/07/08;1600 UTC;0;1009,5;1010,2;1009,5;2412,6;31,1;24,4;32,7;30,3;24,5;23;69;58;68;278;5,4;1,8;
2023/07/08;1700 UTC;0;1008,7;1009,5;1008,7;3070,3;32,3;23,5;32,8;30,6;24,7;23,1;67;59;60;285;5,5;2,6;
2023/07/08;1800 UTC;0;1008,2;1008,7;1008,1;2633,7;32;22,7;32,9;31,8;23,9;21,8;61;54;58;255;6;1,7;
2023/07/08;1900 UTC;0;1008,1;1008,2;1008;1861,6;32,4;22,8;32,4;31,3;23,4;21,9;62;55;57;267;4,7;1,5;
2023/07/08;2000 UTC;0;1008,2;1008,2;1008,1;851,8;32,7;22,2;32,8;30,9;23,3;21,8;61;53;54;264;3,5;,2;
2023/07/08;2100 UTC;0;1008,6;1008,7;1008,2;322,8;29,7;24,8;33,3;29,7;25;21,8;75;53;75;170;4,9;1,1;
2023/07/08;2200 UTC;0;1009,3;1009,4;1008,6;9,2;28,7;24;29,7;28,7;24,8;23,8;77;75;76;207;4,3;1,5;
2023/07/08;2300 UTC;0;1010,4;1010,4;1009,2;;27,9;23,7;28,7;27,9;24,1;23,5;79;76;78;186;5,4;,6;
2023/07/09;0000 UTC;0;1010,6;1010,7;1010,4;;27,7;24,1;28;27,7;24,1;23,7;81;78;81;208;3,6;,9;
2023/07/09;0100 UTC;3;1011,4;1011,7;1010,6;;26;24,4;27,7;26;24,5;23,9;91;80;91;240;5,5;1,6;
2023/07/09;0200 UTC;,4;1011,1;1011,6;1011,1;4,2;25,8;24,4;26;25,5;24,8;24,2;94;91;92;225;6;,3;
2023/07/09;0300 UTC;0;1011;1011,3;1011;1,9;25,3;24,1;25,9;25,2;24,5;24,1;94;91;93;270;3,8;,9;
2023/07/09;0400 UTC;0;1010,5;1011;1010,5;1,3;25,2;23,9;25,4;25,2;24,2;23,8;94;91;92;264;3,4;,8;
2023/07/09;0500 UTC;0;1009,8;1010,5;1009,8;;24,8;23,4;25,2;24,8;23,9;23,4;92;91;92;270;3,8;,2;
2023/07/09;0600 UTC;0;1009,5;1009,8;1009,5;;24,4;23,4;24,8;24,4;23,4;23,3;94;92;94;270;2,1;0;
2023/07/09;0700 UTC;0;1009,4;1009,5;1009,4;;24,2;23,4;24,4;24,1;23,4;23,4;96;94;96;270;1,4;0;
2023/07/09;0800 UTC;0;1009,4;1009,5;1009,4;;24;23,3;24,2;24;23,4;23,3;96;95;96;270;1,5;0;
2023/07/09;0900 UTC;0;1010;1010;1009,4;;24;23,4;24;23,9;23,4;23,3;97;96;97;270;1,2;0;
2023/07/09;1000 UTC;0;1010,4;1010,4;1010;44,2;24,6;23,9;24,6;23,9;23,9;23,4;97;96;96;270;1,7;,1;
2023/07/09;1100 UTC;0;1011,1;1011,1;1010,4;399,8;26,7;24,6;26,7;24,6;24,7;24;96;88;89;271;3,4;1;
2023/07/09;1200 UTC;0;1011,7;1011,7;1011,1;1357,8;29,1;24,3;29,1;26,7;25,1;24;89;75;75;265;6,4;2,4;
2023/07/09;1300 UTC;0;1011,9;1011,9;1011,7;1936,5;30,5;24,5;30,6;29,1;25,1;24;76;70;70;274;6,5;2,7;
2023/07/09;1400 UTC;0;1011,7;1011,9;1011,7;2063,8;30,7;24,8;31,4;29,5;25,4;23,9;75;68;71;275;6,4;2,1;
2023/07/09;1500 UTC;0;1011,3;1011,7;1011,3;1884,2;30,1;24,5;31,9;30,1;25,7;24;73;67;72;281;5;1,7;
2023/07/09;1600 UTC;0;1010;1011,3;1010;2688,1;32;25,2;32,1;30;25,8;24,1;74;65;67;277;4,3;,9;
2023/07/09;1700 UTC;0;1008,8;1010;1008,8;2955,9;32,6;24,7;33,2;31,2;26,1;23,4;70;59;63;285;5,3;2,4;
2023/07/09;1800 UTC;5;1008,5;1009,4;1008,5;741,5;25,8;24,3;32,6;25,5;25,2;22,8;93;62;91;248;8,9;0;
2023/07/09;1900 UTC;0;1008,5;1008,5;1008,2;467,8;27,5;24;27,5;25,5;25,6;23,6;95;82;82;244;1,3;0;
2023/07/09;2000 UTC;0;1008,9;1008,9;1008,4;472,1;28,1;25,1;28,4;27,5;25,5;24;88;78;84;169;4,4;,5;
2023/07/09;2100 UTC;1;1010,6;1010,6;1008,6;308,1;25,5;23,3;28,3;25,5;25,5;23,2;87;81;87;281;11,4;4,2;
2023/07/09;2200 UTC;6,4;1010,7;1010,7;1010,4;6,8;24,3;23,8;25,5;23,9;23,8;23,2;97;88;97;276;11,4;0;
2023/07/09;2300 UTC;0;1011;1011,2;1010,7;;24,5;24,1;24,5;24,1;24,1;23,6;98;97;98;276;2,2;0;
2023/07/10;0000 UTC;0;1011,1;1011,2;1010,8;;24,5;24,1;24,7;24,5;24,3;24,1;98;97;98;276;1,3;0;
2023/07/10;0100 UTC;0;1011,5;1011,6;1011,1;;24,4;24,1;24,6;24,4;24,2;24;98;98;98;276;,9;0;
2023/07/10;0200 UTC;0;1011,6;1011,6;1011,4;;24,4;24;24,5;24,4;24,2;24;98;98;98;270;2,5;,4;
2023/07/10;0300 UTC;0;1011,4;1011,6;1011,4;;24,3;23,9;24,5;24,3;24,1;23,9;98;97;97;270;2,5;0;
2023/07/10;0400 UTC;0;1010,9;1011,4;1010,9;;24,2;23,8;24,3;24,1;23,9;23,7;98;97;98;270;2,2;,2;
2023/07/10;0500 UTC;0;1010,4;1010,9;1010,4;;24,2;23,7;24,2;24,1;23,8;23,7;98;97;97;270;2,7;,2;
2023/07/10;0600 UTC;,2;1010,1;1010,4;1010;;24;23,6;24,2;24;23,7;23,6;97;97;97;264;2,6;,1;
2023/07/10;0700 UTC;0;1010,3;1010,3;1010;;24;23,6;24,1;24;23,7;23,5;98;97;98;264;2,4;,1;
2023/07/10;0800 UTC;0;1010,5;1010,5;1010,3;;23,9;23,5;24,1;23,8;23,7;23,4;98;98;98;264;2,5;,1;
2023/07/10;0900 UTC;0;1010,8;1010,8;1010,5;;23,6;23,3;23,9;23,6;23,6;23,3;98;98;98;264;2;0;
2023/07/10;1000 UTC;0;1011,2;1011,2;1010,8;43,2;24;23,7;24;23,6;23,7;23,3;98;98;98;264;1,6;,1;
2023/07/10;1100 UTC;0;1011,6;1011,6;1011,2;363,3;25,5;24,4;25,5;24;24,6;23,7;98;94;94;268;4;1,5;
2023/07/10;1200 UTC;0;1011,9;1012;1011,5;1386,4;28,3;24,7;28,3;25,5;25,1;24,2;94;80;81;271;6,3;2,3;
2023/07/10;1300 UTC;0;1011,8;1011,9;1011,8;2105;29,9;24,5;29,9;28,1;24,6;23,8;81;72;73;273;8,3;3;
2023/07/10;1400 UTC;,2;1011,6;1011,8;1011,6;2282,2;30,2;23,7;30,8;29,4;24,8;23,7;74;68;68;281;7,9;2,5;
2023/07/10;1500 UTC;0;1011,3;1011,6;1011,3;2281,9;30,3;23,6;32,1;29,6;24,8;23,3;73;63;67;278;7,1;2,8;
2023/07/10;1600 UTC;0;1010,4;1011,3;1010,4;2116;30,4;23,8;32,5;30,3;25;23,4;69;62;68;294;7,7;2,4;
2023/07/10;1700 UTC;0;1009,7;1010,4;1009,7;2240,1;32,2;24,1;32,3;30,2;25;23,8;72;61;63;274;5,4;2;
2023/07/10;1800 UTC;0;1009,2;1009,7;1009,2;1737,7;31;24,5;32,5;29,4;25,3;23,7;76;61;68;253;5,4;,8;
2023/07/10;1900 UTC;0;1008,8;1009,2;1008,8;932,4;30,7;23,9;31,9;30,2;24,9;23,3;71;63;67;263;2,9;1;
2023/07/10;2000 UTC;0;1009,1;1009,1;1008,7;832,2;29,2;23,9;32,7;29,2;25,3;23,5;75;62;73;176;4,9;1,2;
2023/07/10;2100 UTC;0;1009;1009,2;1008,9;185;28,5;24,9;29,3;28,5;24,9;24;81;73;81;214;4,9;,4;
2023/07/10;2200 UTC;0;1009,8;1009,8;1009;10,4;27;23,6;28,5;27;24,9;23,4;82;75;82;271;5,5;1,2;
2023/07/10;2300 UTC;0;1010,3;1010,3;1009,8;;26,2;23,6;27,1;26,2;23,7;23,4;86;80;85;276;3,8;0;
2023/07/11;0000 UTC;0;1011;1011;1010,3;;26,6;23,4;26,6;26,2;23,7;23,2;86;82;83;263;4;1,4;
2023/07/11;0100 UTC;0;1011,5;1011,5;1011;;26,3;23,5;26,6;26,3;23,7;23,4;85;83;85;250;5,5;1,5;
2023/07/11;0200 UTC;0;1011,5;1011,6;1011,4;;25,8;23,6;26,3;25,8;23,7;23,5;87;85;87;261;6,1;1,4;
2023/07/11;0300 UTC;0;1011,1;1011,5;1011,1;;25,4;23,5;25,8;25,4;23,6;23,5;89;87;89;261;4,9;1,3;
